,moviename,director,leadactors,screenwriter,picture,averating,numrating,description,typelist,backpost,movieId,title,genres,showyear,ratings_count,backpost-origin
254,Full Metal Jacket,Stanley Kubrick,"Matthew Modine,Adam Baldwin,Vincent D'Onofrio,R. Lee Ermey,Dorian Harewood,Arliss Howard,Kevyn Major Howard,Ed O'Ross,John Terry,Bruce Boa,Kieron Jecchinis,Jon Stafford,Tim Colceri,Peter Edmund,Kirk Taylor,Ian Tyler,Gary Landon Mills,Sal Lopez,Papillon Soo,Ngoc Le,Tan Hung Francione,Marcus D'Amico,Costas Dino Chimona,Keith Hodiak,Peter Merrill,Herbert Norville,Philip Bailey,John Curtis,Bob Eric Hart,Steve Hudson,Chris Maybach,Gary Smith,Michael Anthony Williams,John Wilson,Stanley Kubrick,Vivian Kubrick,David Palffy,John Ward",,http://image.tmdb.org/t/p/w185/29veIwD38rVL2qY74emXQw4y25H.jpg,4.0,27215.0,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Drama,War",http://106.12.12.171/cVkTGLthpromkyzyCFLvvLPZxFM.jpg,1222,Full Metal Jacket (1987),Drama|War,1987-06-26,27611,http://image.tmdb.org/t/p/w780/cVkTGLthpromkyzyCFLvvLPZxFM.jpg
255,Henry V,Kenneth Branagh,"Kenneth Branagh,Derek Jacobi,Brian Blessed,James Larkin,Paul Scofield,Emma Thompson,Judi Dench,Simon Shepherd,James Simmons,Charles Kay,Alec McCowen,Fabian Cartwright,Stephen Simms,Jay Villiers,Ian Holm,Danny Webb,Michael Williams,Jimmy Yuill,Paul Gregory,Edward Jewesbury,John Sessions,Shaun Prendergast,Richard Briers,Robbie Coltrane,Christian Bale,Geraldine McEwan,Michael Maloney,Richard Clifford,David Parfitt,Christopher Ravenscroft",,http://image.tmdb.org/t/p/w185/lGvLBxPDSqBbrvZBmbKFEi91QDo.jpg,4.1,4930.0,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,"War,Drama,History,Action,Romance",http://106.12.12.171/usbfKNeqx5FrHByBf7Fzf9WDuIl.jpg,1224,Henry V (1989),Action|Drama|Romance|War,1989-10-05,4842,http://image.tmdb.org/t/p/w780/usbfKNeqx5FrHByBf7Fzf9WDuIl.jpg
256,Once Upon a Time in America,Sergio Leone,"Robert De Niro,James Woods,Elizabeth McGovern,Joe Pesci,Burt Young,Tuesday Weld,Treat Williams,Danny Aiello,Richard Bright,James Hayden,William Forsythe,Darlanne Fluegel,Larry Rapp,Olga Karlatos,Frank Gio,Jennifer Connelly,Scott Schutzman Tiler,Rusty Jacobs,Brian Bloom,Mike Monetti,Adrian Curran,Julie Cohen,Noah Moazezi,James Russo,Clem Caserta,Frank Sisto,Jerry Strivelli,Mike Gendel,Sandra Solberg,Margherita Pace,Louise Fletcher,Paul Herman,Bruno Iannone,Bruno Bilotta,Ray Dittrich,Richard Foronjy,Mario Brega,Angelo Florio,Marcia Jean Kurtz,Salvatore Billa,Gerard Murphy",,http://image.tmdb.org/t/p/w185/x733R4ISI0RbKeHhVkXdTMFmTFr.jpg,4.0,5081.0,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Drama,Crime",http://106.12.12.171/vnT6HzjLSDrAweHn9xWykb8Ii6T.jpg,1227,Once Upon a Time in America (1984),Crime|Drama,1984-05-23,5076,http://image.tmdb.org/t/p/w780/vnT6HzjLSDrAweHn9xWykb8Ii6T.jpg
257,Raging Bull,Martin Scorsese,"Robert De Niro,Joe Pesci,Cathy Moriarty,Frank Vincent,Nicholas Colasanto,Theresa Saldana,Mario Gallo,John Turturro,Joseph Bono,Frank Adonis,Charles Scorsese,Rita Bennett,Bernie Allen,Gene LeBell,Victor Magnotta,Shay Duffin,Jack Lotz,Kevin Breslin,Coley Wallace,Fred Dennis,Harvey Parry,Michael Badalucco,Geraldine Smith,Mardik Martin,Peter Savage,Daniel P. Conte,Richard McMurray,Candy Moore,Wally K. Berns,Allen Joseph,Martin Scorsese,Vincent Barbi,Robert Dahdah,Vincent Di Paolo,Marty Farrell,Charles Guardino,R. Michael Givens,Chuck Hicks,Michael Charles Hill,Walt La Rue,Angelo Lamonea,Gil Perkins,Tony Lip,Dennis O'Neill,Jerry Schram,McKenzie Westmore,Jimmy Williams,Philip Ettington",,http://image.tmdb.org/t/p/w185/cbTfaMrWpZWwF3mY40v1SKaAVCx.jpg,4.1,11629.0,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Drama,http://106.12.12.171/yt88nEyDJLN8gOg1FTvCcXCM672.jpg,1228,Raging Bull (1980),Drama,1980-11-14,11629,http://image.tmdb.org/t/p/w780/yt88nEyDJLN8gOg1FTvCcXCM672.jpg
258,Annie Hall,Woody Allen,"Woody Allen,Diane Keaton,Tony Roberts,Carol Kane,Paul Simon,Shelley Duvall,Janet Margolin,Colleen Dewhurst,Christopher Walken,Donald Symington,Russell Horton,Dick Cavett,Marshall McLuhan,Beverly D'Angelo,Tracey Walter,Sigourney Weaver,Laurie Bird,Mark Lenard,John Glover,John Dennis Johnston,Jim McKrell,Paula Trueman,Shelley Hack,Jeff Goldblum,Gary Mule Deer,Walter Bernstein,Hy Anzell,Mordecai Lawner,Joan Neuman,Jonathan Munk,Helen Ludlam,Ruth Volner,Martin Rosenblatt,Rashel Novikoff,Humphrey Davis,Veronica Radburn,Wendy Girard,Mary Boylan,Christine Jones,John Doumanian,Chris Gampel,Dan Ruskin,Ved Bandhu,Johnny Haymer,Bernie Styles,Truman Capote,Jan Citron,Gregory Doucette",,http://image.tmdb.org/t/p/w185/bK9bLXwxWuXX5mbq75PZqjvAtfG.jpg,4.0,19127.0,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.","Comedy,Drama,Romance",http://106.12.12.171/8iNt5LGxpX9XeNWJgjx17xfTT7u.jpg,1230,Annie Hall (1977),Comedy|Romance,1977-04-19,18153,http://image.tmdb.org/t/p/w780/8iNt5LGxpX9XeNWJgjx17xfTT7u.jpg
259,Glory,Edward Zwick,"Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Jihmi Kennedy,Andre Braugher,John Finn,Donovan Leitch,JD Cullum,Bob Gunton,Cliff De Young,Christian Baskous,RonReaco Lee,Jay O. Sanders,Alan North,Richard Riehle,Peter Michael Goetz",,http://image.tmdb.org/t/p/w185/6pDBbYmR9iqg3IF8lgyY9pWFiqT.jpg,3.9,13816.0,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",War,http://106.12.12.171/sqnYSuxXa0noQmz0VC6kNIBYIyj.jpg,1242,Glory (1989),Drama|War,1989-12-15,13396,http://image.tmdb.org/t/p/w780/sqnYSuxXa0noQmz0VC6kNIBYIyj.jpg
260,Manhattan,Woody Allen,"Woody Allen,Diane Keaton,Michael Murphy,Mariel Hemingway,Meryl Streep,Anne Byrne Hoffman,Karen Ludwig,Michael O'Donoghue,Wallace Shawn,Tisa Farrow,Charles Levin,Karen Allen,David Rasche,Mark Linn-Baker,Frances Conroy",,http://image.tmdb.org/t/p/w185/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,4.0,10119.0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,"Comedy,Drama,Romance",http://106.12.12.171/qjm30F9hwJ6BNbsb7iOrrKwkY3n.jpg,1244,Manhattan (1979),Comedy|Drama|Romance,1979-04-25,9675,http://image.tmdb.org/t/p/w780/qjm30F9hwJ6BNbsb7iOrrKwkY3n.jpg
261,Miller's Crossing,Joel Coen,"John Turturro,Gabriel Byrne,Marcia Gay Harden,Steve Buscemi,Albert Finney,Jon Polito,J.E. Freeman,Mike Starr,Al Mancini,Richard Woods,Thomas Toner,Mario Todisco,Olek Krupa,Michael Jeter,Lanny Flaherty,Jeanette Kontomitras,Louis Charles Mounicou III,John McConnell,Danny Aiello III,Helen Jolly,Hilda McLean,Monte Starr,Don Picard,Salvatore H. Tornabene,Kevin Dearie,Michael Badalucco,Charles Ferrara,Esteban Fernandez,George Fernandez,Charles Gunning,Dave Drinkx,David Darlow,Robert LaBrosse,Carl Rooney,Jack Harris,Jery Hewitt,Sam Raimi,John Schnauder Jr.,Zolly Levin,Joey Ancona,Bill Raye,William Preston Robertson,Frances McDormand,MIchael P. Cahill",,http://image.tmdb.org/t/p/w185/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,4.0,7002.0,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.","Drama,Thriller,Crime",http://106.12.12.171/dYClzpvR7dCnlcQOE06OkgzfnyG.jpg,1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,1990-09-21,6896,http://image.tmdb.org/t/p/w780/dYClzpvR7dCnlcQOE06OkgzfnyG.jpg
262,Dead Poets Society,Peter Weir,"Robin Williams,Ethan Hawke,Robert Sean Leonard,Gale Hansen,Josh Charles,Dylan Kussman,Allelon Ruggiero,James Waterston,Norman Lloyd,Kurtwood Smith,Carla Belver,Leon Pownall,George Martin,Alexandra Powers,Lara Flynn Boyle",,http://image.tmdb.org/t/p/w185/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg,3.9,26800.0,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Drama,http://106.12.12.171/ts8zXRgoCgGGZrTAHK6FE3cbxvu.jpg,1246,Dead Poets Society (1989),Drama,1989-06-02,26887,http://image.tmdb.org/t/p/w780/ts8zXRgoCgGGZrTAHK6FE3cbxvu.jpg
263,Touch of Evil,Orson Welles,"Charlton Heston,Janet Leigh,Orson Welles,Joseph Calleia,Akim Tamiroff,Joanna Moore,Ray Collins,Dennis Weaver,Valentin de Vargas,Mort Mills,Victor Millan,Lalo Rios,Michael Sargent,Joi Lansing,Harry Shannon,Marlene Dietrich,Zsa Zsa Gábor,Joseph Cotten,Billy House,Mercedes McCambridge,Dan White,Keenan Wynn,Phil Harvey,John Dierkes,Arlene McQuade,Ken Miller,Wayne Taylor,Gus Schilling,William Tannen,Rusty Wescoatt,Eva Gabor",,http://image.tmdb.org/t/p/w185/4fkBpBB461nZhee5vb8uVsiBAQM.jpg,4.2,5279.0,"Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.","Drama,Thriller,Crime",http://106.12.12.171/pIWTZLpLfryQj4NrCY4ElI8Sk24.jpg,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958-04-23,5274,http://image.tmdb.org/t/p/w780/pIWTZLpLfryQj4NrCY4ElI8Sk24.jpg
264,Chinatown,Roman Polanski,"Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,John Hillerman,Roman Polanski,Diane Ladd,Roy Jenson,Richard Bakalyan,James Hong,Bruce Glover,Joe Mantell,Roy Roberts,Noble Willingham,Rance Howard,Jesse Vint,Burt Young,Lee de Broux,Darrell Zwerling,Nandu Hinds,James O'Rear,Beulah Quo,Jerry Fujikawa,Belinda Palmer,Elliott Montgomery,George Justin,C.O. Erickson,Fritzi Burr,Charles Knapp,Claudio Martinez,Federico Roberto,Allan Warnick,John Holland,Jim Burk,Denny Arnold,Elizabeth Harding,John Rogers,Cecil Elliott,Paul Jenkins,Bob Golden,Richard Warren",,http://image.tmdb.org/t/p/w185/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,4.2,18797.0,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","Crime,Drama,Mystery,Thriller",http://106.12.12.171/uArEeO3U7ASyQA9UbMMyn3Z6Ajw.jpg,1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,1974-06-20,18486,http://image.tmdb.org/t/p/w780/uArEeO3U7ASyQA9UbMMyn3Z6Ajw.jpg
265,Duck Soup,Leo McCarey,"Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Margaret Dumont,Raquel Torres,Louis Calhern,Edmund Breese,Leonid Kinskey,Charles Middleton,Edgar Kennedy,Edward Arnold,Wade Boteler,Sidney Bracey,E.H. Calvert,Davison Clark,Louise Closser Hale,Carrie Daumery,Maude Turner Gordon,Florence Wix,Joseph Crehan,Mario Dominici,Edmund Mortimer,Charles West,Verna Hillie,Edward LeSaint,George MacQuarrie,Frederick Sullivan,Eric Mayne,Edwin Maxwell,Dennis O'Keefe,Leo Sulky,Dale Van Sickel,William Worthington",,http://image.tmdb.org/t/p/w185/jy4DJN8pKmEz4UNjCGiFaJuMfDJ.jpg,4.1,6269.0,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,"War,Comedy,Music",http://106.12.12.171/6WJ0bWaDD4lXBBlteDAOiXziIT9.jpg,1256,Duck Soup (1933),Comedy|Musical|War,1933-11-17,6149,http://image.tmdb.org/t/p/w780/6WJ0bWaDD4lXBBlteDAOiXziIT9.jpg
266,Better Off Dead...,Savage Steve Holland,"John Cusack,David Ogden Stiers,Kim Darby,Demian Slade,Amanda Wyss,Diane Franklin,Scooter Stevens,Curtis Armstrong,Yuji Okumoto,Brian Imada,Laura Waterbury,Dan Schneider,Chuck Mitchell,Aaron Dozier,Frank Burt Avalon,Vincent Schiavelli,Taylor Negron,E.G. Daily",,http://image.tmdb.org/t/p/w185/wNzTq6J7hZskFIAeVAi5xZX8Dye.jpg,3.8,5892.0,"Lane Meyer is obsessed with his girlfriend Beth and is crushed when she falls for the new captain of the ski team, Roy. After several failed suicide attempts, narrow escapes from the relentless paper boy, and nearly unbearable dinners at home with his crazy family, Lane finds a new love in French exchange student Monique Junot. Meanwhile, he must beat Roy on the slopes to regain his honor.",Comedy,http://106.12.12.171/A9FCmb5Qz2HTfsNzXaASsl5GIjf.jpg,1257,Better Off Dead... (1985),Comedy|Romance,1985-10-11,5768,http://image.tmdb.org/t/p/w780/A9FCmb5Qz2HTfsNzXaASsl5GIjf.jpg
267,Stand by Me,Rob Reiner,"Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,Casey Siemaszko,Gary Riley,Bradley Gregg,Jason Oliver,Marshall Bell,Frances Lee McCain,Bruce Kirby,William Bronder,Scott Beach,Richard Dreyfuss,John Cusack,Madeleine Swift,Popeye,Geanette Bobst,Art Burke,Matt Williams,Andy Lindberg,Dick Durock,O.B. Babbs,Charlie Owens,Kenneth Hodges,John Hodges,Kenneth Hodges,Susan Thorpe,Korey Scott Pollard,Rick Elliott,Kent Lutrell,Chance Quinn,Jason Naylor",,http://image.tmdb.org/t/p/w185/kedC0y75jdzByjuZNLOWIOtduNw.jpg,4.0,24721.0,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.","Crime,Drama",http://106.12.12.171/cAwwKiSqFTtXjA5osuBIKWp8dML.jpg,1259,Stand by Me (1986),Adventure|Drama,1986-08-22,24702,http://image.tmdb.org/t/p/w780/cAwwKiSqFTtXjA5osuBIKWp8dML.jpg
268,M,Fritz Lang,"Peter Lorre,Otto Wernicke,Gustaf Gründgens,Friedrich Gnaß,Rudolf Blümner,Ellen Widmann,Inge Landgut,Theodor Loos,Fritz Odemar,Paul Kemp,Theo Lingen,Gerhard Bienert",,http://image.tmdb.org/t/p/w185/AqE126KXLcT3wwmeM3HtlKqyGze.jpg,4.2,4970.0,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.","Drama,Action,Thriller,Crime",http://106.12.12.171/j7hS3yybvvAd9V217IkZSOjkOvY.jpg,1260,M (1931),Crime|Film-Noir|Thriller,1931-05-11,4977,http://image.tmdb.org/t/p/w780/j7hS3yybvvAd9V217IkZSOjkOvY.jpg
269,Groundhog Day,Harold Ramis,"Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Willie Garson,Ken Hudson Campbell,Michael Shannon,Harold Ramis,Marita Geraghty,Les Podewell,Tom Milanovich,Peggy Roeder,David Pasquesi,Lee R. Sellars,C.O. Erickson,Sandy Maschmeyer,Hynden Walch,Barbara Ann Grimes,Lucina Paquet,Brenda Pickleman,Eric Saiet,Rob Riley,Tony DeGuide,Robert Minkoff,Reni Santoni",,http://image.tmdb.org/t/p/w185/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,3.9,39983.0,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.","Romance,Fantasy,Drama,Comedy",http://106.12.12.171/8mX6FV59T2dSeln4Vc3KLM133aZ.jpg,1265,Groundhog Day (1993),Comedy|Fantasy|Romance,1993-02-11,40274,http://image.tmdb.org/t/p/w780/8mX6FV59T2dSeln4Vc3KLM133aZ.jpg
270,Unforgiven,Clint Eastwood,"Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett,Anna Levine,Saul Rubinek,Frances Fisher,David Mucci,Rob Campbell,Anthony James,Ron White,Jefferson Mappin,Jeremy Ratchford,Philip Maurice Hayes,Tara Frederick,Beverley Elliott,Liisa Repo-Martell,Shane Meier,Robert Koons,Mina E. Mina,John Pyper-Ferguson,Walter Marsh,Larry Reese,Blair Haynes,Frank C. Turner,Lochlyn Munro,Ben Cardinal,Michael Charrois,Michael Maurer,Larry Joshua,George Orrison,Greg Goossen",,http://image.tmdb.org/t/p/w185/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg,4.0,16424.0,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",Western,http://106.12.12.171/nKYH8DaWjKE3RhEyaa0Ue01kPCp.jpg,1266,Unforgiven (1992),Drama|Western,1992-08-07,16361,http://image.tmdb.org/t/p/w780/nKYH8DaWjKE3RhEyaa0Ue01kPCp.jpg
271,Arsenic and Old Lace,Frank Capra,"Cary Grant,Priscilla Lane,Josephine Hull,Jean Adair,Raymond Massey,Peter Lorre,John Alexander,Jack Carson,James Gleason,Edward Everett Horton,Grant Mitchell,Edward McNamara,Garry Owen,John Ridgely,Vaughan Glaser,Chester Clute,Charles Lane,Edward McWade,Spencer Charters,Hank Mann,Jimmy the Crow,Sol Gorss,Spec O'Donnell,Lee Phelps,Raymond Walburn,Leo White",,http://image.tmdb.org/t/p/w185/81BZ372hnaGIzgb825Ny2hoxxDO.jpg,4.0,7782.0,"Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse.","Comedy,Crime",http://106.12.12.171/gb8pPJ3214jUql3RuZdwJ4NJvPS.jpg,1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1944-09-23,7539,http://image.tmdb.org/t/p/w780/gb8pPJ3214jUql3RuZdwJ4NJvPS.jpg
272,Back to the Future,Robert Zemeckis,"Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Marc McClure,Wendie Jo Sperber,George DiCenzo,Frances Lee McCain,James Tolkan,Harry Waters, Jr.,Billy Zane,J.J. Cohen,Casey Siemaszko,Donald Fullilove,Lisa Freeman,Cristen Kauffman,Elsa Raven,Will Hare,Ivy Bethune,Jason Marin,Katherine Britton,Jason Hervey,Maia Brewton,Courtney Gains,Richard L. Duran,Jeff O'Haco,Johnny Green,Jamie Abbott,Norman Alden,Read Morgan,Sachi Parker,Robert Krantz,Gary Riley,Karen Petrasek,George Buck Flower,Tommy Thomas,Granville 'Danny' Young,David Harold Brown,Lloyd L. Tolbert,Paul Hanson,Lee Brownfield,Robert DeLapp,Walter Scott,Charles L. Campbell,Deborah Harmon,Janine King,Huey Lewis,Tom Tangen,Arthur Tovey",,http://image.tmdb.org/t/p/w185/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,3.9,56430.0,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Adventure,Comedy,Science Fiction,Family",http://106.12.12.171/x4N74cycZvKu5k3KDERJay4ajR3.jpg,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,1985-07-03,53180,http://image.tmdb.org/t/p/w780/x4N74cycZvKu5k3KDERJay4ajR3.jpg
273,Fried Green Tomatoes,Jon Avnet,"Kathy Bates,Mary-Louise Parker,Jessica Tandy,Cicely Tyson,Mary Stuart Masterson,Chris O'Donnell,Stan Shaw,Gailard Sartain,Timothy Scott,Gary Basaraba,Lois Smith,Jo Harvey Allen,Fannie Flagg,Suzi Bass,Tom Even,Afton Smith,Haynes Brooke,Wallace Merck",,http://image.tmdb.org/t/p/w185/3hSjDfJcaicSLyivGzm1xMaoQ6Y.jpg,3.7,10478.0,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.","Drama,Comedy",http://106.12.12.171/z4Ausah3ytq9kX6ScjAE0jFkPdz.jpg,1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,1991-12-27,10010,http://image.tmdb.org/t/p/w780/z4Ausah3ytq9kX6ScjAE0jFkPdz.jpg
274,Patton,Franklin J. Schaffner,"George C. Scott,Karl Malden,Stephen Young,Michael Strong,Carey Loftin,Albert Dumortier,Frank Latimore,Morgan Paull,Karl Michael Vogler,Bill Hickman,Pat Zurica,James Edwards,Lawrence Dobkin,David Bauer,John Barrie,Richard Münch,Siegfried Rauch,Michael Bates,Paul Stevens,Gerald Flood,Jack Gwillim,Edward Binns,Peter Barkworth,Lionel Murton,David Healy,Sandy McPeak,Douglas Wilmer,John Doucette,Tim Considine,Abraxas Aaran,Clint Ritchie,Alan MacNaughton,Florencio Amarilla,Brandon Brady,Charles Dennis,Paul Frees,Dolores Judson,Hellmut Lange,Bruce Rhodewalt,Lowell Thomas,Harry Towb,Billy Kearns",,http://image.tmdb.org/t/p/w185/6pyN7udgYaGr6uNIP2MuLUcqmPh.jpg,4.0,9454.0,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.","Drama,History,War",http://106.12.12.171/iCLuDtSSU0cFLH1oTM1828STIOB.jpg,1272,Patton (1970),Drama|War,1970-01-25,9061,http://image.tmdb.org/t/p/w780/iCLuDtSSU0cFLH1oTM1828STIOB.jpg
